qubit,frequency_MHz,fitted_g_main_center,fitted_g_main_sigma,fitted_e_main_center,fitted_e_main_sigma,ground_double_fit_g_sigma,ground_double_fit_e_like_sigma,ground_main_fraction,ground_e_like_fraction,main_to_second_area_ratio,effective_temperature_mK,e_like_fraction_95pct_CI,area_ratio_95pct_CI,temperature_mK_95pct_CI,secondary_sigma_at_fit_bound,bootstrap_successes,rotation_deg,file
Q1,3631.3605935224505,7.206810531910372,0.6906838883401615,9.428014706254178,0.8656818789620423,0.6879227842943372,0.4328409394810212,0.9878313945598413,0.012168605440158704,81.17868554598792,39.638750857721384,"[0.007862525448754529, 0.017641683727913932]","[55.69069773141196, 126.55836456239574]","[36.018026604854796, 43.35570796516642]",True,250,105.70008579472236,D:\Labber_Data\Jay\purcell_tmon\withTWPA\2026\08\Data_0807\s000_singleshot_ge_Q1_20260807T012628261453Z-CRWX6JW1D2SF6.hdf5
Q3,3136.3324292636107,-2.929307721706196,0.860875240315812,0.1019842303223565,0.827883456240787,0.8394369712352372,0.7514733887541728,0.9080300430175208,0.09196995698247915,9.873115882727946,65.73464855087889,"[0.0834468335982827, 0.10088718513012015]","[8.912065459035217, 10.983866878833696]","[62.810702281054986, 68.81221233195991]",False,250,-77.08919585979997,D:\Labber_Data\Jay\purcell_tmon\withTWPA\2026\08\Data_0807\s000_singleshot_ge_Q3_20260807T020742125175Z-BYPSZN3X1GH43.hdf5
